indexX,indexY,left,top,width,height
16,6,48,0,16,16
17,6,48,0,16,16
18,6,48,0,16,16
19,6,48,0,16,16
0,7,48,0,16,16
1,7,48,0,16,16
2,7,48,0,16,16
3,7,48,0,16,16
4,7,48,0,16,16
5,7,48,0,16,16
6,7,48,0,16,16
7,7,48,0,16,16
8,7,48,0,16,16
9,7,48,0,16,16
10,7,48,0,16,16
11,7,48,0,16,16
12,7,48,0,16,16
13,7,48,0,16,16
14,7,48,0,16,16
15,7,48,0,16,16
16,7,48,0,16,16
17,7,48,0,16,16
18,7,48,0,16,16
19,7,48,0,16,16
0,8,48,0,16,16
1,8,16,32,16,16
2,8,16,32,16,16
3,8,16,32,16,16
4,8,16,32,16,16
5,8,16,32,16,16
6,8,16,32,16,16
7,8,16,32,16,16
8,8,16,32,16,16
9,8,16,32,16,16
10,8,48,0,16,16
11,8,16,32,16,16
12,8,16,32,16,16
13,8,48,0,16,16
14,8,16,32,16,16
15,8,16,32,16,16
16,8,16,32,16,16
17,8,16,32,16,16
18,8,48,0,16,16
19,8,48,0,16,16
0,9,48,0,16,16
1,9,48,0,16,16
2,9,48,0,16,16
3,9,48,0,16,16
4,9,48,0,16,16
5,9,48,0,16,16
6,9,48,0,16,16
7,9,48,0,16,16
8,9,48,0,16,16
9,9,48,0,16,16
10,9,48,0,16,16
11,9,48,0,16,16
12,9,48,0,16,16
13,9,48,0,16,16
14,9,48,0,16,16
15,9,48,0,16,16
16,9,48,0,16,16
17,9,16,32,16,16
18,9,16,32,16,16
19,9,48,0,16,16
0,10,48,0,16,16
1,10,48,0,16,16
2,10,48,0,16,16
3,10,48,0,16,16
4,10,48,0,16,16
5,10,48,0,16,16
6,10,48,0,16,16
7,10,48,0,16,16
8,10,48,0,16,16
9,10,48,0,16,16
10,10,48,0,16,16
11,10,48,0,16,16
12,10,48,0,16,16
13,10,48,0,16,16
14,10,48,0,16,16
15,10,48,0,16,16
16,10,48,0,16,16
17,10,48,0,16,16
18,10,16,32,16,16
19,10,48,0,16,16
0,11,48,0,16,16
1,11,48,0,16,16
2,11,48,0,16,16
3,11,48,0,16,16
4,11,48,0,16,16
5,11,48,0,16,16
6,11,48,0,16,16
7,11,48,0,16,16
8,11,48,0,16,16
9,11,48,0,16,16
10,11,48,0,16,16
11,11,48,0,16,16
12,11,48,0,16,16
13,11,48,0,16,16
14,11,48,0,16,16
15,11,48,0,16,16
16,11,48,0,16,16
17,11,16,32,16,16
18,11,16,32,16,16
19,11,48,0,16,16
0,12,48,0,16,16
1,12,48,0,16,16
2,12,48,0,16,16
3,12,16,32,16,16
4,12,16,32,16,16
5,12,16,32,16,16
6,12,16,32,16,16
7,12,16,32,16,16
8,12,16,32,16,16
9,12,16,32,16,16
10,12,16,32,16,16
11,12,16,32,16,16
12,12,16,32,16,16
13,12,16,32,16,16
14,12,16,32,16,16
15,12,16,32,16,16
16,12,16,32,16,16
17,12,16,32,16,16
18,12,48,0,16,16
19,12,48,0,16,16
0,13,48,0,16,16
1,13,48,0,16,16
2,13,48,0,16,16
3,13,16,32,16,16
4,13,48,0,16,16
5,13,48,0,16,16
6,13,48,0,16,16
7,13,48,0,16,16
8,13,48,0,16,16
9,13,48,0,16,16
10,13,48,0,16,16
11,13,48,0,16,16
12,13,48,0,16,16
13,13,48,0,16,16
14,13,48,0,16,16
15,13,48,0,16,16
16,13,48,0,16,16
17,13,48,0,16,16
18,13,48,0,16,16
19,13,48,0,16,16
0,14,48,0,16,16
1,14,48,0,16,16
2,14,48,0,16,16
3,14,16,32,16,16
4,14,48,0,16,16
5,14,48,0,16,16
6,14,48,0,16,16
7,14,48,0,16,16
8,14,48,0,16,16
9,14,48,0,16,16
10,14,48,0,16,16
11,14,48,0,16,16
12,14,48,0,16,16
13,14,48,0,16,16
14,14,48,0,16,16
15,14,48,0,16,16
16,14,48,0,16,16
17,14,48,0,16,16
18,14,48,0,16,16
19,14,48,0,16,16
0,15,48,0,16,16
1,15,48,0,16,16
2,15,48,0,16,16
3,15,48,0,16,16
4,15,48,0,16,16
5,15,48,0,16,16
6,15,48,0,16,16
7,15,48,0,16,16
8,15,48,0,16,16
9,15,48,0,16,16
10,15,48,0,16,16
11,15,48,0,16,16
12,15,48,0,16,16
13,15,48,0,16,16
14,15,48,0,16,16
15,15,48,0,16,16
16,15,48,0,16,16
17,15,48,0,16,16
18,15,48,0,16,16
19,15,48,0,16,16
0,16,48,0,16,16
1,16,48,0,16,16
2,16,48,0,16,16
3,16,48,0,16,16
4,16,48,0,16,16
5,16,48,0,16,16
6,16,48,0,16,16
7,16,48,0,16,16
8,16,48,0,16,16
9,16,48,0,16,16
10,16,48,0,16,16
11,16,48,0,16,16
12,16,48,0,16,16
13,16,48,0,16,16
14,16,48,0,16,16
15,16,48,0,16,16
16,16,48,0,16,16
17,16,48,0,16,16
18,16,48,0,16,16
19,16,48,0,16,16
0,17,48,0,16,16
1,17,48,0,16,16
2,17,48,0,16,16
3,17,48,0,16,16
4,17,48,0,16,16
5,17,48,0,16,16
6,17,48,0,16,16
7,17,48,0,16,16
8,17,48,0,16,16
9,17,48,0,16,16
10,17,48,0,16,16
11,17,48,0,16,16
12,17,48,0,16,16
13,17,48,0,16,16
14,17,48,0,16,16
15,17,48,0,16,16
16,17,48,0,16,16
17,17,48,0,16,16
18,17,48,0,16,16
19,17,48,0,16,16
0,18,48,0,16,16
1,18,48,0,16,16
2,18,48,0,16,16
3,18,48,0,16,16
4,18,48,0,16,16
5,18,48,0,16,16
6,18,48,0,16,16
7,18,48,0,16,16
8,18,48,0,16,16
9,18,48,0,16,16
10,18,48,0,16,16
11,18,48,0,16,16
12,18,48,0,16,16
13,18,48,0,16,16
14,18,48,0,16,16
15,18,48,0,16,16
16,18,48,0,16,16
17,18,48,0,16,16
18,18,48,0,16,16
19,18,48,0,16,16
0,19,48,0,16,16
1,19,48,0,16,16
2,19,48,0,16,16
3,19,48,0,16,16
4,19,48,0,16,16
5,19,48,0,16,16
6,19,48,0,16,16
7,19,48,0,16,16
8,19,48,0,16,16
9,19,48,0,16,16
10,19,48,0,16,16
11,19,48,0,16,16
12,19,48,0,16,16
13,19,48,0,16,16
14,19,48,0,16,16
15,19,48,0,16,16
16,19,48,0,16,16
17,19,48,0,16,16
18,19,48,0,16,16
19,19,48,0,16,16
