cols,rows
38,41
indexX,indexY,left,top,width,height
23,19,96,16,16,16
24,19,96,16,16,16
25,19,96,16,16,16
26,19,96,16,16,16
27,19,96,16,16,16
28,19,96,16,16,16
29,19,96,16,16,16
30,19,96,16,16,16
31,19,96,16,16,16
32,19,96,16,16,16
33,19,96,16,16,16
34,19,96,16,16,16
35,19,96,16,16,16
36,19,96,16,16,16
37,19,96,16,16,16
0,20,96,16,16,16
1,20,96,16,16,16
2,20,96,16,16,16
3,20,96,16,16,16
4,20,96,16,16,16
5,20,96,16,16,16
6,20,96,16,16,16
7,20,96,16,16,16
8,20,96,16,16,16
9,20,96,16,16,16
10,20,96,16,16,16
11,20,96,16,16,16
12,20,96,16,16,16
13,20,48,0,16,16
14,20,96,16,16,16
15,20,144,0,16,16
16,20,96,16,16,16
17,20,128,0,16,16
18,20,96,16,16,16
19,20,96,16,16,16
20,20,96,16,16,16
21,20,96,16,16,16
22,20,96,16,16,16
23,20,96,16,16,16
24,20,96,16,16,16
25,20,96,16,16,16
26,20,96,16,16,16
27,20,96,16,16,16
28,20,96,16,16,16
29,20,96,16,16,16
30,20,96,16,16,16
31,20,96,16,16,16
32,20,96,16,16,16
33,20,96,16,16,16
34,20,96,16,16,16
35,20,96,16,16,16
36,20,96,16,16,16
37,20,96,16,16,16
0,21,96,16,16,16
1,21,96,16,16,16
2,21,96,16,16,16
3,21,96,16,16,16
4,21,96,16,16,16
5,21,96,16,16,16
6,21,96,16,16,16
7,21,96,16,16,16
8,21,96,16,16,16
9,21,96,16,16,16
10,21,96,16,16,16
11,21,96,16,16,16
12,21,96,16,16,16
13,21,96,16,16,16
14,21,96,16,16,16
15,21,96,16,16,16
16,21,96,16,16,16
17,21,96,16,16,16
18,21,96,16,16,16
19,21,96,16,16,16
20,21,96,16,16,16
21,21,96,16,16,16
22,21,96,16,16,16
23,21,96,0,16,16
24,21,96,16,16,16
25,21,96,16,16,16
26,21,96,16,16,16
27,21,96,16,16,16
28,21,96,16,16,16
29,21,96,16,16,16
30,21,96,16,16,16
31,21,96,16,16,16
32,21,96,16,16,16
33,21,96,16,16,16
34,21,96,16,16,16
35,21,96,16,16,16
36,21,96,16,16,16
37,21,96,16,16,16
0,22,96,16,16,16
1,22,96,16,16,16
2,22,96,16,16,16
3,22,96,16,16,16
4,22,96,16,16,16
5,22,96,16,16,16
6,22,96,16,16,16
7,22,96,16,16,16
8,22,144,0,16,16
9,22,96,16,16,16
10,22,96,16,16,16
11,22,96,16,16,16
12,22,96,16,16,16
13,22,64,128,16,16
14,22,96,16,16,16
15,22,96,16,16,16
16,22,96,16,16,16
17,22,96,16,16,16
18,22,96,16,16,16
19,22,96,16,16,16
20,22,96,16,16,16
21,22,96,16,16,16
22,22,96,16,16,16
23,22,96,16,16,16
24,22,96,16,16,16
25,22,96,16,16,16
26,22,96,16,16,16
27,22,96,16,16,16
28,22,96,16,16,16
29,22,96,16,16,16
30,22,96,16,16,16
31,22,96,16,16,16
32,22,96,16,16,16
33,22,96,16,16,16
34,22,96,16,16,16
35,22,96,16,16,16
36,22,96,16,16,16
37,22,96,16,16,16
0,23,96,16,16,16
1,23,96,16,16,16
2,23,96,16,16,16
3,23,96,16,16,16
4,23,96,16,16,16
5,23,96,16,16,16
6,23,96,16,16,16
7,23,96,16,16,16
8,23,96,16,16,16
9,23,96,16,16,16
10,23,96,16,16,16
11,23,96,16,16,16
12,23,96,16,16,16
13,23,96,16,16,16
14,23,96,16,16,16
15,23,48,0,16,16
16,23,96,16,16,16
17,23,96,16,16,16
18,23,96,16,16,16
19,23,96,0,16,16
20,23,96,16,16,16
21,23,96,16,16,16
22,23,48,0,16,16
23,23,96,16,16,16
24,23,96,16,16,16
25,23,96,16,16,16
26,23,96,16,16,16
27,23,96,16,16,16
28,23,96,16,16,16
29,23,96,16,16,16
30,23,96,16,16,16
31,23,96,16,16,16
32,23,96,16,16,16
33,23,96,16,16,16
34,23,96,16,16,16
35,23,96,16,16,16
36,23,96,16,16,16
37,23,96,16,16,16
0,24,96,16,16,16
1,24,96,16,16,16
2,24,96,16,16,16
3,24,96,16,16,16
4,24,96,16,16,16
5,24,96,16,16,16
6,24,96,16,16,16
7,24,96,16,16,16
8,24,96,16,16,16
9,24,96,16,16,16
10,24,96,16,16,16
11,24,96,16,16,16
12,24,112,0,16,16
13,24,96,16,16,16
14,24,96,16,16,16
15,24,96,16,16,16
16,24,96,16,16,16
17,24,96,16,16,16
18,24,96,16,16,16
19,24,96,16,16,16
20,24,96,16,16,16
21,24,96,16,16,16
22,24,96,16,16,16
23,24,96,16,16,16
24,24,96,16,16,16
25,24,96,16,16,16
26,24,96,16,16,16
27,24,96,16,16,16
28,24,96,16,16,16
29,24,96,16,16,16
30,24,96,16,16,16
31,24,96,16,16,16
32,24,96,16,16,16
33,24,96,16,16,16
34,24,96,16,16,16
35,24,96,16,16,16
36,24,96,16,16,16
37,24,96,16,16,16
0,25,96,16,16,16
1,25,96,16,16,16
2,25,96,16,16,16
3,25,96,16,16,16
4,25,96,16,16,16
5,25,96,16,16,16
6,25,96,16,16,16
7,25,96,16,16,16
8,25,96,16,16,16
9,25,144,0,16,16
10,25,96,16,16,16
11,25,96,16,16,16
12,25,96,16,16,16
13,25,96,16,16,16
14,25,96,16,16,16
15,25,96,16,16,16
16,25,96,16,16,16
17,25,96,16,16,16
18,25,96,16,16,16
19,25,96,16,16,16
20,25,96,16,16,16
21,25,96,16,16,16
22,25,96,16,16,16
23,25,96,16,16,16
24,25,96,16,16,16
25,25,96,16,16,16
26,25,96,16,16,16
27,25,96,16,16,16
28,25,96,16,16,16
29,25,96,16,16,16
30,25,96,16,16,16
31,25,96,16,16,16
32,25,96,16,16,16
33,25,96,16,16,16
34,25,96,16,16,16
35,25,96,16,16,16
36,25,96,16,16,16
37,25,96,16,16,16
0,26,96,16,16,16
1,26,96,16,16,16
2,26,96,16,16,16
3,26,96,16,16,16
4,26,96,16,16,16
5,26,96,16,16,16
6,26,96,16,16,16
7,26,96,16,16,16
8,26,96,16,16,16
9,26,96,16,16,16
10,26,96,16,16,16
11,26,96,16,16,16
12,26,96,16,16,16
13,26,96,16,16,16
14,26,96,16,16,16
15,26,96,16,16,16
16,26,96,16,16,16
17,26,96,16,16,16
18,26,96,16,16,16
19,26,48,0,16,16
20,26,96,16,16,16
21,26,96,16,16,16
22,26,96,16,16,16
23,26,48,0,16,16
24,26,96,16,16,16
25,26,96,16,16,16
26,26,96,16,16,16
27,26,96,16,16,16
28,26,96,16,16,16
29,26,96,16,16,16
30,26,96,16,16,16
31,26,96,16,16,16
32,26,96,16,16,16
33,26,96,16,16,16
34,26,96,16,16,16
35,26,96,16,16,16
36,26,96,16,16,16
37,26,96,16,16,16
0,27,96,16,16,16
1,27,96,16,16,16
2,27,96,16,16,16
3,27,96,16,16,16
4,27,96,16,16,16
5,27,96,16,16,16
6,27,96,16,16,16
7,27,96,16,16,16
8,27,96,16,16,16
9,27,96,16,16,16
10,27,96,16,16,16
11,27,96,16,16,16
12,27,96,16,16,16
13,27,96,16,16,16
14,27,96,16,16,16
15,27,112,0,16,16
16,27,96,16,16,16
17,27,96,16,16,16
18,27,96,16,16,16
19,27,96,16,16,16
20,27,96,16,16,16
21,27,96,16,16,16
22,27,96,16,16,16
23,27,96,16,16,16
24,27,96,16,16,16
25,27,96,16,16,16
26,27,96,16,16,16
27,27,96,16,16,16
28,27,96,16,16,16
29,27,96,16,16,16
30,27,96,16,16,16
31,27,96,16,16,16
32,27,96,16,16,16
33,27,96,16,16,16
34,27,96,16,16,16
35,27,96,16,16,16
36,27,96,16,16,16
37,27,96,16,16,16
0,28,96,16,16,16
1,28,96,16,16,16
2,28,96,16,16,16
3,28,96,16,16,16
4,28,96,16,16,16
5,28,96,16,16,16
6,28,96,16,16,16
7,28,96,16,16,16
8,28,96,16,16,16
9,28,176,0,16,16
10,28,96,16,16,16
11,28,96,16,16,16
12,28,96,16,16,16
13,28,96,16,16,16
14,28,96,16,16,16
15,28,96,16,16,16
16,28,96,16,16,16
17,28,96,16,16,16
18,28,96,16,16,16
19,28,96,16,16,16
20,28,96,16,16,16
21,28,96,16,16,16
22,28,96,16,16,16
23,28,96,16,16,16
24,28,96,16,16,16
25,28,96,16,16,16
26,28,96,16,16,16
27,28,96,16,16,16
28,28,96,16,16,16
29,28,96,16,16,16
30,28,96,16,16,16
31,28,96,16,16,16
32,28,96,16,16,16
33,28,96,16,16,16
34,28,96,16,16,16
35,28,96,16,16,16
36,28,96,16,16,16
37,28,96,16,16,16
0,29,96,16,16,16
1,29,96,16,16,16
2,29,96,16,16,16
3,29,96,16,16,16
4,29,96,16,16,16
5,29,96,16,16,16
6,29,96,16,16,16
7,29,96,16,16,16
8,29,96,16,16,16
9,29,96,16,16,16
10,29,96,16,16,16
11,29,96,16,16,16
12,29,96,16,16,16
13,29,96,16,16,16
14,29,96,16,16,16
15,29,96,16,16,16
16,29,96,16,16,16
17,29,96,16,16,16
18,29,96,16,16,16
19,29,96,16,16,16
20,29,96,16,16,16
21,29,96,16,16,16
22,29,96,16,16,16
23,29,96,16,16,16
24,29,96,16,16,16
25,29,96,16,16,16
26,29,96,16,16,16
27,29,96,16,16,16
28,29,96,16,16,16
29,29,96,16,16,16
30,29,96,16,16,16
31,29,96,16,16,16
32,29,96,16,16,16
33,29,96,16,16,16
34,29,96,16,16,16
35,29,96,16,16,16
36,29,96,16,16,16
37,29,96,16,16,16
0,30,96,16,16,16
1,30,96,16,16,16
2,30,96,16,16,16
3,30,96,16,16,16
4,30,96,16,16,16
5,30,96,16,16,16
6,30,96,16,16,16
7,30,96,16,16,16
8,30,96,16,16,16
9,30,96,16,16,16
10,30,96,16,16,16
11,30,96,16,16,16
12,30,96,16,16,16
13,30,96,16,16,16
14,30,96,16,16,16
15,30,96,16,16,16
16,30,96,16,16,16
17,30,96,16,16,16
18,30,96,16,16,16
19,30,96,16,16,16
20,30,96,16,16,16
21,30,96,16,16,16
